source,destination,distance_km,days_to_departure,day_of_week,demand_index,price_inr
Delhi,Mumbai,2759.15,45,2,0.67,7075
Bangalore,Chennai,1413.01,38,3,1.05,7032
Kolkata,Delhi,2085.28,6,0,0.69,12863
Mumbai,Goa,1878.5,4,4,0.78,10480
Pune,Kolkata,1021.13,32,3,0.91,3818
Chennai,Kolkata,2040.47,46,0,0.92,9552
Hyderabad,Mumbai,2515.28,14,4,1.37,20021
Bangalore,Goa,1730.26,101,5,0.86,6236
Kolkata,Bangalore,420.42,10,4,1.01,2749
Delhi,Mumbai,1095.56,42,5,0.83,3867
Mumbai,Bangalore,1283.15,55,0,0.8,5662
Mumbai,Goa,887.48,113,1,1.15,5234
Delhi,Hyderabad,1110.95,5,4,0.89,5785
Hyderabad,Chennai,461.17,35,0,1.17,2000
Chennai,Pune,1936.34,92,0,0.9,7668
Kolkata,Goa,1099.68,9,6,1.01,7582
Kolkata,Pune,1143.39,33,3,0.98,3416
Kolkata,Mumbai,2015.11,10,3,1.14,9670
Hyderabad,Pune,480.78,7,3,1.01,4043
Hyderabad,Delhi,2606.22,90,1,0.96,8933
Hyderabad,Chennai,2256.87,18,4,1.08,12225
Mumbai,Kolkata,2998.96,6,6,0.89,23465
Goa,Chennai,1394.92,82,4,0.88,3968
Hyderabad,Goa,614.35,2,0,0.76,4600
Hyderabad,Bangalore,2606.64,39,1,0.58,8623
Pune,Bangalore,2623.81,31,2,1.27,14081
Mumbai,Goa,2307.16,9,4,0.85,10910
Chennai,Bangalore,1832.59,44,0,1.41,14627
Bangalore,Mumbai,2724.69,20,3,0.83,10082
Delhi,Hyderabad,803.47,33,5,0.86,2228
Delhi,Hyderabad,1858.76,49,4,1.05,8385
Pune,Kolkata,560.01,15,0,1.2,5236
Delhi,Kolkata,2263.66,18,5,1.24,15217
Goa,Hyderabad,1430.7,55,5,1.15,8133
Kolkata,Hyderabad,2391.49,12,5,0.86,11024
Delhi,Pune,2963.69,15,3,0.83,13376
Pune,Chennai,762.56,6,6,0.73,3509
Kolkata,Hyderabad,888.74,8,1,0.92,2687
Pune,Hyderabad,2860.5,48,6,1.06,16187
Chennai,Kolkata,1384.61,13,0,1.26,10206
Hyderabad,Chennai,2309.67,16,6,0.9,14869
Delhi,Kolkata,674.62,3,2,1.0,5636
Goa,Delhi,1698.01,60,1,0.97,8122
Hyderabad,Mumbai,725.92,9,0,0.96,3863
Goa,Pune,1977.17,21,2,0.73,6326
Kolkata,Chennai,2159.57,10,2,0.9,9327
Pune,Delhi,1921.41,24,1,1.08,9660
Hyderabad,Bangalore,1628.29,84,3,0.99,5830
Hyderabad,Mumbai,810.23,2,0,1.09,9092
Goa,Bangalore,350.88,36,3,0.91,2226
Goa,Hyderabad,2286.25,23,6,0.98,13739
Pune,Mumbai,839.72,2,2,0.99,3619
Chennai,Bangalore,2618.97,2,3,0.85,14338
Bangalore,Hyderabad,2244.93,113,4,1.2,9945
Goa,Bangalore,1381.06,5,5,1.06,7857
Pune,Hyderabad,337.92,8,4,1.06,4698
Pune,Goa,2104.28,18,2,1.03,10320
Kolkata,Delhi,1839.15,69,5,1.01,6622
Bangalore,Goa,353.91,0,5,1.14,2324
Chennai,Bangalore,2263.77,21,3,0.99,8588
Pune,Delhi,2124.95,76,6,1.06,10687
Delhi,Goa,230.14,15,2,1.25,2000
Delhi,Pune,2849.3,80,3,0.76,7389
Pune,Kolkata,1737.5,132,2,1.17,5883
Pune,Kolkata,2250.89,13,5,0.93,11098
Kolkata,Pune,1876.62,18,4,1.11,10381
Mumbai,Kolkata,1848.94,71,1,1.09,6352
Hyderabad,Mumbai,258.1,59,6,0.94,2000
Chennai,Delhi,2333.39,33,3,0.69,7753
Kolkata,Delhi,249.67,7,3,1.17,2000
Chennai,Mumbai,2659.05,74,2,1.13,10787
Bangalore,Mumbai,2256.13,180,2,1.4,7884
Chennai,Delhi,1144.47,54,2,0.82,3131
Mumbai,Bangalore,2193.59,29,4,0.73,7963
Mumbai,Hyderabad,957.33,110,5,0.95,2937
Pune,Mumbai,1042.87,11,4,1.24,6648
Goa,Mumbai,601.74,41,3,0.84,2562
Delhi,Goa,2832.1,6,2,0.86,14050
Delhi,Chennai,2219.52,130,0,0.93,10419
Chennai,Goa,2662.32,24,6,0.75,9676
Hyderabad,Delhi,2943.61,2,6,1.06,26296
Hyderabad,Kolkata,2783.35,11,6,1.12,21157
Delhi,Goa,1463.26,7,5,1.0,9979
Pune,Hyderabad,895.1,2,2,1.05,5191
Delhi,Chennai,2676.43,17,6,0.57,10129
Goa,Delhi,2566.11,42,6,1.2,16402
Kolkata,Goa,595.11,87,4,1.02,2562
Delhi,Kolkata,580.2,66,4,1.01,2000
Hyderabad,Mumbai,2728.17,43,0,0.97,13732
Goa,Delhi,424.5,4,5,1.37,4668
Kolkata,Hyderabad,1290.56,2,3,0.83,3945
Hyderabad,Mumbai,1908.92,14,3,1.16,11269
Mumbai,Kolkata,1085.96,35,5,0.78,4295
Bangalore,Pune,2356.44,56,3,0.69,6473
Pune,Chennai,470.28,64,3,1.05,2000
Chennai,Pune,2143.51,61,6,1.17,12496
Pune,Mumbai,2064.4,41,3,0.99,8236
Bangalore,Goa,1427.95,59,6,1.09,9437
Hyderabad,Delhi,1438.87,139,2,1.0,4949
Mumbai,Bangalore,1898.02,20,5,1.01,9308
Kolkata,Chennai,2714.64,12,4,0.9,14454
Goa,Kolkata,2007.5,52,2,0.81,5876
Kolkata,Hyderabad,2188.89,35,0,1.07,14451
Bangalore,Kolkata,1748.14,80,4,0.72,5078
Chennai,Kolkata,1227.74,105,5,1.07,3837
Kolkata,Bangalore,1555.51,35,3,1.11,6539
Bangalore,Chennai,2292.28,16,1,1.24,15483
Chennai,Delhi,620.27,12,3,0.89,3245
Bangalore,Delhi,1380.38,10,1,0.93,6028
Mumbai,Hyderabad,987.49,70,2,1.28,4060
Pune,Delhi,474.53,44,1,0.89,2000
Bangalore,Delhi,2462.26,8,3,0.88,10822
Bangalore,Pune,2105.0,20,3,1.07,10862
Bangalore,Chennai,1085.15,44,5,0.67,2975
Kolkata,Mumbai,1961.09,31,1,0.69,4989
Pune,Kolkata,884.91,61,6,1.03,3667
Chennai,Delhi,1615.32,38,4,0.8,6167
Chennai,Hyderabad,2215.22,15,4,1.03,11770
Delhi,Kolkata,789.1,61,3,1.09,2865
Goa,Bangalore,705.51,4,2,1.35,6206
Chennai,Kolkata,1721.58,20,5,0.93,8252
Mumbai,Kolkata,2837.58,8,4,0.76,12488
Chennai,Bangalore,694.23,71,6,0.86,2232
Goa,Chennai,631.11,38,3,0.89,2000
Delhi,Mumbai,1458.67,17,5,1.36,10496
Goa,Chennai,2077.93,7,4,0.75,8554
Delhi,Hyderabad,327.14,31,3,0.98,2354
Chennai,Delhi,292.4,7,3,0.94,2795
Bangalore,Chennai,592.8,3,5,1.01,4612
Pune,Chennai,725.86,12,4,0.66,2191
Delhi,Hyderabad,1702.26,15,3,1.1,9369
Kolkata,Mumbai,1320.61,86,3,1.09,5978
Chennai,Hyderabad,1742.05,19,1,1.1,8974
Hyderabad,Mumbai,231.49,4,5,0.9,2000
Hyderabad,Kolkata,2369.38,47,0,0.68,8193
Goa,Chennai,2718.26,81,4,1.16,13372
Kolkata,Goa,2432.74,135,5,1.18,11072
Kolkata,Hyderabad,280.37,20,3,1.0,2000
Pune,Bangalore,965.01,54,6,0.73,6740
Kolkata,Hyderabad,1782.94,3,0,0.68,10357
Pune,Chennai,598.78,5,5,0.64,3455
Goa,Hyderabad,2089.9,42,2,1.13,9269
Mumbai,Delhi,613.73,0,3,1.05,2289
Pune,Goa,1374.53,61,4,0.58,3441
Goa,Hyderabad,1776.41,58,5,1.17,9564
Kolkata,Bangalore,872.9,24,5,0.98,3771
Goa,Kolkata,2694.48,2,6,1.05,23797
Hyderabad,Pune,217.91,0,4,1.27,2000
Delhi,Chennai,1224.65,64,2,1.13,4456
Bangalore,Pune,602.22,8,2,0.87,3388
Bangalore,Delhi,708.19,3,5,1.57,7006
Kolkata,Bangalore,2347.01,6,6,1.04,19302
Delhi,Kolkata,1325.67,27,1,1.14,6519
Delhi,Chennai,1415.06,11,0,0.82,7939
Goa,Kolkata,1234.13,2,6,0.67,7747
Goa,Mumbai,2022.21,1,1,0.77,10374
Mumbai,Goa,2459.38,31,0,0.88,12362
Mumbai,Goa,1252.12,47,1,1.06,5486
Kolkata,Bangalore,570.54,17,6,0.73,2646
Goa,Delhi,1614.88,97,1,1.29,8035
Kolkata,Mumbai,1209.73,2,2,1.19,9034
Mumbai,Hyderabad,2819.91,40,4,1.24,16560
Mumbai,Chennai,2164.74,23,5,1.26,12264
Hyderabad,Bangalore,1917.13,24,4,1.16,9874
Mumbai,Hyderabad,2646.89,23,6,0.5,8774
Pune,Mumbai,1942.18,6,3,0.7,6406
Hyderabad,Bangalore,1628.97,10,3,1.2,9732
Bangalore,Delhi,276.86,46,5,1.18,2000
Mumbai,Hyderabad,2016.43,11,5,0.93,10428
Mumbai,Pune,472.69,54,6,0.85,2000
Hyderabad,Mumbai,1367.74,29,6,0.73,6952
Hyderabad,Mumbai,2956.63,28,6,0.81,13404
Hyderabad,Goa,1481.75,12,4,1.11,8445
Pune,Kolkata,2158.73,8,0,1.15,16376
Kolkata,Delhi,1492.67,62,6,0.74,4415
Hyderabad,Pune,626.74,35,6,1.05,2101
Goa,Pune,2571.07,26,0,1.14,17286
Kolkata,Chennai,399.49,43,6,0.95,2845
Chennai,Delhi,425.85,2,5,0.91,2358
Goa,Pune,2086.47,8,3,1.1,12477
Delhi,Pune,813.78,58,1,1.43,5338
Chennai,Mumbai,2990.76,13,1,1.0,17386
Mumbai,Bangalore,1064.33,7,1,0.99,5060
Pune,Bangalore,1972.61,48,3,0.78,8569
Goa,Chennai,2329.15,1,5,1.43,21902
Mumbai,Delhi,338.94,13,4,0.84,2000
Chennai,Hyderabad,524.35,18,2,1.04,2403
Delhi,Pune,1079.12,7,4,1.33,7620
Hyderabad,Chennai,1713.28,24,0,1.21,11397
Kolkata,Hyderabad,2793.92,75,6,0.95,13895
Delhi,Chennai,2075.18,55,6,1.27,12721
Kolkata,Chennai,1337.76,65,5,0.87,4027
Pune,Mumbai,299.49,60,3,1.18,2000
Bangalore,Kolkata,1294.49,23,2,0.91,6465
Hyderabad,Delhi,2376.38,30,3,1.09,12763
Pune,Chennai,1413.97,27,2,0.96,5291
Chennai,Bangalore,988.4,44,1,1.04,6415
Delhi,Pune,1398.06,6,3,1.24,10326
Kolkata,Hyderabad,2009.43,22,3,1.16,10003
Bangalore,Hyderabad,1646.83,15,5,0.76,8802
Hyderabad,Pune,778.58,2,2,1.12,5627
Chennai,Bangalore,1406.73,50,3,1.1,5905
Kolkata,Chennai,725.45,10,6,0.88,4004
Bangalore,Goa,691.99,44,6,1.0,2745
Goa,Mumbai,1908.42,107,3,0.61,3277
Hyderabad,Kolkata,1729.6,32,4,1.46,11205
Kolkata,Goa,751.68,7,5,1.0,2515
Pune,Bangalore,242.3,17,3,0.94,3087
Chennai,Hyderabad,1534.68,25,3,1.18,8039
Goa,Bangalore,1430.01,26,6,1.11,8126
Chennai,Goa,1009.67,4,0,1.05,9088
Hyderabad,Bangalore,1134.48,2,5,1.07,8528
Bangalore,Hyderabad,2882.93,8,4,1.0,15939
Goa,Pune,2365.25,33,0,1.22,15313
Goa,Bangalore,1899.15,3,2,0.65,10901
Pune,Hyderabad,2889.01,55,0,1.16,19388
Delhi,Chennai,1419.06,33,3,0.93,4572
Delhi,Chennai,2667.05,7,3,0.52,7946
Kolkata,Mumbai,2226.73,2,2,1.21,16874
Delhi,Mumbai,1932.21,20,4,0.8,9365
Kolkata,Bangalore,484.66,26,0,0.93,4474
Hyderabad,Bangalore,1690.21,6,3,1.12,10732
Mumbai,Pune,1507.6,27,3,0.94,3830
Mumbai,Hyderabad,920.28,67,4,1.15,3398
Kolkata,Hyderabad,591.78,18,1,1.29,3931
Mumbai,Pune,1864.64,0,0,1.08,15433
Goa,Bangalore,902.08,0,0,0.9,6018
Mumbai,Chennai,1201.33,38,5,0.95,4936
Delhi,Pune,1637.09,7,0,1.23,13800
Goa,Delhi,2200.59,4,3,1.06,14792
Pune,Delhi,2531.63,28,2,1.35,14528
Bangalore,Goa,1280.35,1,4,1.21,10790
Hyderabad,Delhi,1116.64,4,3,1.01,5390
Hyderabad,Bangalore,1851.17,1,6,1.07,15873
Chennai,Hyderabad,1511.07,6,2,1.05,9264
Hyderabad,Pune,1920.81,17,1,0.75,8455
Mumbai,Goa,271.4,24,5,0.78,2000
Mumbai,Goa,1079.92,8,5,1.02,8176
Goa,Bangalore,455.16,2,4,1.19,2426
Goa,Bangalore,1375.69,37,5,1.12,6853
Hyderabad,Bangalore,2678.61,5,0,1.1,24997
Bangalore,Delhi,730.15,9,2,1.16,3012
Chennai,Hyderabad,2009.58,11,4,0.87,11382
Bangalore,Delhi,1112.91,30,2,1.12,4395
Kolkata,Hyderabad,1446.56,13,2,0.95,7226
Hyderabad,Chennai,765.17,6,3,0.85,4456
Pune,Mumbai,788.49,39,0,1.14,6277
Chennai,Delhi,2003.22,80,4,0.65,5058
Kolkata,Delhi,406.35,10,4,1.08,4100
Kolkata,Goa,2371.43,12,6,0.75,12372
Chennai,Hyderabad,1389.86,22,1,0.9,5431
Bangalore,Chennai,2629.26,7,4,1.29,16470
Chennai,Pune,1150.94,100,2,1.12,4693
Kolkata,Pune,1263.37,87,0,1.2,6859
Bangalore,Goa,916.12,3,2,0.83,4752
Delhi,Mumbai,1727.52,32,0,1.13,11148
Mumbai,Bangalore,702.63,3,1,1.05,5860
Hyderabad,Mumbai,700.83,59,3,0.88,2092
Chennai,Delhi,1755.36,72,0,0.99,8828
Bangalore,Kolkata,2492.75,29,3,0.99,8339
Delhi,Chennai,939.43,6,3,1.23,7913
Kolkata,Bangalore,548.98,28,3,0.79,2000
Mumbai,Pune,2522.9,2,0,0.78,15307
Delhi,Bangalore,700.11,23,1,1.04,3861
Goa,Delhi,1145.54,47,3,0.96,4269
Chennai,Goa,1283.31,39,5,1.02,6138
Hyderabad,Chennai,432.02,18,1,1.08,3719
Hyderabad,Bangalore,1154.06,4,4,0.97,6493
Bangalore,Goa,1266.67,63,1,0.92,5175
Chennai,Mumbai,1943.1,42,4,0.75,7112
Delhi,Hyderabad,2227.92,0,5,0.78,11295
Goa,Kolkata,1800.01,25,5,0.91,7297
Delhi,Goa,1790.83,24,6,1.19,11399
Goa,Mumbai,685.31,99,0,0.76,2000
Mumbai,Bangalore,1009.4,13,0,0.56,3893
Goa,Delhi,2716.21,76,1,0.93,10245
Pune,Mumbai,565.58,44,4,0.84,2000
Goa,Kolkata,1411.72,65,4,0.83,5395
Kolkata,Delhi,394.87,14,0,1.28,3955
Goa,Bangalore,2617.05,42,2,0.95,9341
Pune,Delhi,2403.77,81,5,0.77,8416
Chennai,Mumbai,250.98,13,3,1.06,2000
Chennai,Goa,354.09,32,1,0.75,2000
Mumbai,Hyderabad,2777.87,23,4,1.02,11495
Pune,Kolkata,729.35,12,4,0.95,4474
Bangalore,Delhi,479.51,25,6,0.84,3690
Bangalore,Chennai,2180.16,100,4,0.81,7183
Mumbai,Pune,1948.8,21,4,1.15,10305
Delhi,Chennai,547.56,99,5,1.01,2155
Mumbai,Hyderabad,1176.24,32,5,1.01,6132
Kolkata,Goa,652.33,27,3,1.29,2460
Kolkata,Mumbai,2689.23,5,3,0.96,16194
Kolkata,Goa,813.79,25,6,1.08,5765
Goa,Mumbai,2572.3,4,0,0.92,19872
Kolkata,Goa,1961.49,4,5,1.02,14802
Goa,Kolkata,2023.76,41,1,0.65,6461
Goa,Kolkata,2597.21,0,0,0.76,16279
Bangalore,Delhi,1058.65,116,3,0.64,3828
Bangalore,Pune,2347.68,1,6,0.88,17475
Pune,Kolkata,2176.61,28,5,1.01,11900
Delhi,Pune,2525.81,11,0,1.16,20191
Chennai,Delhi,528.43,1,5,1.24,2670
Chennai,Kolkata,1875.96,0,3,1.41,16748
Chennai,Kolkata,2337.36,76,4,0.67,6408
Chennai,Kolkata,441.97,4,5,1.11,3790
Chennai,Mumbai,220.7,77,1,0.9,2000
Goa,Bangalore,1446.11,8,0,1.16,13350
Delhi,Mumbai,1198.99,27,4,1.02,6323
Kolkata,Delhi,594.84,32,1,1.15,3519
Chennai,Mumbai,1860.42,53,0,1.29,13471
Kolkata,Goa,1791.49,8,2,1.12,8461
Chennai,Pune,2495.5,14,3,1.17,14721
Goa,Hyderabad,748.1,2,2,0.94,4840
Bangalore,Delhi,589.78,11,1,1.12,2521
Hyderabad,Goa,723.51,37,3,1.02,2000
Kolkata,Hyderabad,2576.78,13,3,0.76,9862
Chennai,Bangalore,693.6,33,3,1.3,3653
Kolkata,Mumbai,2872.88,10,1,1.1,18513
Delhi,Chennai,986.49,5,2,1.23,7223
Mumbai,Kolkata,2691.93,0,3,1.08,18770
Mumbai,Bangalore,2022.08,25,2,1.03,8544
Hyderabad,Delhi,1265.17,27,3,1.14,8031
Kolkata,Delhi,1500.49,4,0,1.16,16566
Kolkata,Goa,1077.22,10,3,0.76,4080
Pune,Kolkata,2877.5,19,2,0.78,11807
Bangalore,Kolkata,1868.4,15,1,1.35,13673
Chennai,Delhi,817.68,20,6,0.67,3025
Bangalore,Pune,464.98,18,1,0.87,2000
Pune,Mumbai,1888.48,14,2,1.1,9457
Delhi,Pune,1712.19,3,5,0.8,9509
Delhi,Kolkata,2269.25,47,4,0.9,11574
Bangalore,Kolkata,281.9,16,1,1.29,2000
Pune,Kolkata,1077.48,15,2,1.06,3905
Goa,Chennai,395.82,82,4,1.2,3621
Bangalore,Goa,1144.57,89,4,0.64,2000
Hyderabad,Pune,2678.04,16,0,1.13,22137
Chennai,Bangalore,2260.59,93,5,1.17,8736
Delhi,Mumbai,715.23,4,1,1.38,6958
Bangalore,Delhi,2645.15,29,2,0.76,6697
Delhi,Goa,2123.79,26,1,1.05,10004
Bangalore,Delhi,751.6,46,1,0.82,3690
Chennai,Delhi,1813.77,28,2,1.28,10041
Chennai,Goa,2340.71,29,3,1.02,8547
Chennai,Hyderabad,2506.38,18,1,0.5,7919
Goa,Chennai,2838.12,51,1,0.78,10856
Kolkata,Delhi,564.66,44,6,1.27,2641
Goa,Bangalore,491.35,8,2,1.06,2000
Pune,Bangalore,754.27,68,1,1.08,2228
Delhi,Chennai,2092.63,109,4,0.76,4710
Delhi,Hyderabad,1616.07,17,0,1.12,13401
Delhi,Mumbai,783.76,42,4,0.94,5554
Chennai,Hyderabad,534.99,10,0,0.78,2214
Delhi,Goa,2888.27,17,3,1.0,14696
Hyderabad,Mumbai,2996.31,41,2,0.84,9798
Kolkata,Bangalore,869.33,61,3,1.31,5015
Bangalore,Hyderabad,1763.66,31,0,1.15,12352
Kolkata,Pune,2792.83,47,3,1.17,13737
Chennai,Goa,2892.38,49,2,1.12,12062
Hyderabad,Pune,521.05,66,5,0.9,2027
Delhi,Bangalore,1572.04,115,5,0.87,6658
Kolkata,Mumbai,305.45,19,1,1.18,3692
Hyderabad,Kolkata,949.7,38,1,0.74,4739
Chennai,Hyderabad,1179.78,48,1,0.9,5886
Delhi,Kolkata,992.04,44,5,0.66,3698
Kolkata,Pune,1540.81,51,1,0.89,4896
Delhi,Pune,364.77,5,4,0.72,2000
Hyderabad,Goa,538.17,3,2,0.56,2000
Mumbai,Delhi,998.66,1,1,1.02,5918
Hyderabad,Goa,2399.2,106,4,1.14,11606
Delhi,Pune,957.91,1,0,1.18,8288
Hyderabad,Chennai,837.86,2,3,1.08,4582
Bangalore,Kolkata,466.23,24,1,0.59,2000
Kolkata,Pune,1511.9,44,6,0.92,7932
Delhi,Pune,1923.92,55,4,1.03,10083
Pune,Hyderabad,327.97,110,0,0.8,2000
Kolkata,Chennai,851.26,0,5,0.88,4841
Bangalore,Mumbai,803.6,36,5,0.93,4505
Kolkata,Goa,2680.69,2,5,0.95,17883
Kolkata,Pune,1027.58,14,3,0.74,3425
Bangalore,Pune,1117.41,15,2,0.67,2726
Mumbai,Pune,259.61,2,3,0.72,2000
Chennai,Delhi,974.92,0,2,1.15,7389
Delhi,Bangalore,1962.95,7,3,1.06,8160
Delhi,Kolkata,211.63,36,0,0.76,2000
Kolkata,Pune,1358.54,47,4,0.95,5328
Mumbai,Hyderabad,1662.18,4,2,1.05,8378
Delhi,Hyderabad,495.67,14,3,0.89,2000
Kolkata,Bangalore,2710.99,1,2,0.64,11259
Kolkata,Chennai,2316.9,5,6,1.04,21612
Chennai,Goa,2902.17,4,5,1.08,21088
Mumbai,Goa,2911.95,26,2,1.22,14051
Bangalore,Pune,742.41,67,0,1.06,3892
Goa,Chennai,2968.24,22,3,1.01,13214
Delhi,Goa,1727.53,13,4,0.66,5274
Kolkata,Goa,2214.92,41,0,1.06,12407
Mumbai,Pune,2620.42,13,3,1.36,18442
Bangalore,Pune,1366.27,14,2,0.67,5899
Kolkata,Mumbai,2105.65,11,3,0.92,9631
Pune,Goa,2419.57,3,0,1.05,20942
Pune,Mumbai,492.79,35,0,0.9,2000
Chennai,Pune,1228.22,16,5,0.89,5560
Goa,Delhi,1212.31,61,1,0.88,4945
Hyderabad,Mumbai,2191.98,74,1,1.16,11598
Kolkata,Hyderabad,332.08,21,0,0.7,2000
Chennai,Pune,228.12,8,2,1.11,2000
Pune,Kolkata,1246.21,4,6,1.22,13903
Delhi,Goa,873.24,69,4,0.87,2627
Mumbai,Chennai,220.6,8,6,1.13,2000
Kolkata,Pune,2259.03,67,4,0.98,8316
Kolkata,Mumbai,2651.79,17,5,1.38,19766
Pune,Kolkata,1567.64,33,6,1.02,8702
Hyderabad,Kolkata,357.66,34,3,0.98,2000
Kolkata,Chennai,740.13,27,0,1.06,2743
Delhi,Hyderabad,2342.12,43,3,1.18,10356
Chennai,Kolkata,572.63,26,3,1.27,3689
Goa,Chennai,2080.95,19,0,0.7,10267
Hyderabad,Delhi,1873.63,37,5,0.85,6805
Bangalore,Goa,1277.24,3,6,0.97,11688
Pune,Kolkata,1723.74,2,5,0.97,12810
Kolkata,Bangalore,2530.78,47,6,1.02,14279
Mumbai,Pune,1693.02,110,2,1.05,6000
Goa,Delhi,943.44,55,4,1.29,6274
Goa,Chennai,1646.47,26,2,1.06,6719
Delhi,Hyderabad,762.52,18,3,1.34,4057
Delhi,Chennai,2651.88,0,1,0.95,18383
Kolkata,Delhi,1745.9,65,1,0.67,3992
Delhi,Chennai,246.62,14,2,0.79,2000
Chennai,Pune,1201.6,17,6,1.08,9703
Bangalore,Kolkata,2763.91,7,4,0.98,14498
Kolkata,Bangalore,2374.39,11,5,0.64,8206
Chennai,Pune,700.19,1,5,1.05,4858
Hyderabad,Bangalore,2883.28,14,3,1.18,17198
Chennai,Mumbai,2389.1,19,0,0.93,14822
Kolkata,Chennai,1448.56,2,0,0.84,9716
Delhi,Pune,310.97,37,2,0.56,2205
Hyderabad,Chennai,2140.73,4,0,1.32,23634
Mumbai,Bangalore,1674.68,12,6,1.23,13226
Hyderabad,Bangalore,265.25,48,6,0.99,2277
Hyderabad,Chennai,2584.05,53,3,0.98,9993
Hyderabad,Goa,1456.71,5,2,0.67,6656
Bangalore,Mumbai,658.54,17,4,0.66,2000
Chennai,Hyderabad,2161.48,11,3,1.32,14168
Pune,Hyderabad,1298.77,40,5,0.98,5754
Chennai,Delhi,2694.91,9,4,1.12,17920
Chennai,Goa,1503.42,77,2,0.8,4685
Kolkata,Chennai,1286.31,23,1,1.08,5547
Kolkata,Hyderabad,992.17,16,4,0.57,2000
Mumbai,Kolkata,1435.66,19,5,1.2,8879
Hyderabad,Kolkata,1148.53,41,4,0.74,5164
Hyderabad,Mumbai,2372.04,26,2,1.17,12225
Kolkata,Chennai,1706.85,4,5,0.81,8474
Hyderabad,Mumbai,1315.83,4,5,0.5,4077
Chennai,Bangalore,502.02,24,3,0.85,2000
Delhi,Chennai,997.02,69,5,0.83,3244
Goa,Pune,751.15,17,5,1.47,7193
Mumbai,Bangalore,388.48,23,6,1.13,2000
Bangalore,Kolkata,1562.06,25,3,1.4,8458
Goa,Chennai,2069.33,45,5,1.43,12122
Hyderabad,Goa,2168.13,32,6,0.89,11959
Kolkata,Chennai,691.24,51,3,1.09,4714
Hyderabad,Mumbai,1687.56,15,2,1.03,7534
Delhi,Bangalore,378.3,66,5,1.2,2000
Bangalore,Goa,1924.12,30,3,0.82,5527
Goa,Hyderabad,1625.21,11,0,1.13,12031
Goa,Pune,348.58,46,3,1.34,2042
Hyderabad,Kolkata,863.4,16,0,1.33,9080
Hyderabad,Bangalore,2137.61,5,3,0.88,12956
Kolkata,Chennai,2879.05,14,1,0.82,10583
Hyderabad,Goa,1561.69,18,6,1.13,11780
Hyderabad,Mumbai,1262.29,8,0,1.12,9314
Pune,Hyderabad,548.15,7,0,0.93,3440
Delhi,Goa,978.46,21,0,0.9,2279
Kolkata,Chennai,2926.53,11,6,0.89,18525
Pune,Delhi,1012.32,31,1,0.87,3696
Delhi,Bangalore,556.7,32,0,0.65,2000
Chennai,Kolkata,1292.64,50,2,0.89,4129
Mumbai,Hyderabad,960.31,27,6,1.0,4722
Pune,Bangalore,1629.33,42,3,1.06,7365
Chennai,Kolkata,349.33,4,2,0.79,2536
Kolkata,Bangalore,1779.1,113,5,1.07,7346
Goa,Pune,278.67,10,4,1.02,2000
Goa,Delhi,2781.37,16,3,0.97,12230
Pune,Delhi,2960.67,9,2,0.61,10401
Chennai,Mumbai,598.47,22,2,1.09,2000
Mumbai,Hyderabad,2851.17,18,4,1.01,16844
Mumbai,Hyderabad,1643.88,34,1,1.08,8473
Delhi,Chennai,2036.31,131,5,0.93,6386
Chennai,Kolkata,1626.96,0,2,1.17,10227
Hyderabad,Delhi,2989.49,20,0,1.04,19015
Pune,Chennai,1533.1,2,0,1.0,12257
Bangalore,Goa,1406.55,19,2,1.01,5789
Kolkata,Delhi,650.14,18,2,1.13,2984
Kolkata,Goa,813.87,44,6,1.05,4164
Chennai,Delhi,1725.32,32,2,1.06,6715
Goa,Chennai,861.14,41,4,0.93,4120
Goa,Hyderabad,977.34,12,4,0.9,5024
Kolkata,Delhi,460.89,4,5,1.08,2969
Hyderabad,Kolkata,1605.1,22,5,0.77,4538
Mumbai,Kolkata,1721.68,9,1,1.3,11292
Pune,Mumbai,2056.35,17,0,0.64,9384
Bangalore,Pune,2557.13,8,5,1.07,14006
Pune,Bangalore,2031.44,99,0,1.31,13878
Hyderabad,Pune,2313.25,158,6,0.77,8326
Delhi,Goa,316.18,10,3,1.06,2000
Goa,Delhi,1801.3,9,3,0.81,6920
Chennai,Goa,478.73,0,4,1.39,4672
Hyderabad,Kolkata,2193.64,4,1,0.87,11482
Pune,Bangalore,296.5,6,5,1.1,2451
Kolkata,Delhi,509.24,0,1,0.8,2419
Bangalore,Pune,1645.62,55,0,0.79,7389
Goa,Hyderabad,2694.38,37,2,0.79,8130
Goa,Hyderabad,1949.97,11,5,0.77,6999
Delhi,Hyderabad,2500.67,32,6,0.96,15148
Chennai,Bangalore,1359.33,6,2,1.03,7909
Delhi,Pune,538.04,81,4,0.7,2000
Mumbai,Delhi,1705.23,4,1,1.19,13627
Bangalore,Goa,667.07,23,1,0.83,2059
Mumbai,Hyderabad,1799.49,0,3,0.71,9067
Delhi,Pune,2577.71,59,2,0.76,8165
Kolkata,Pune,1504.2,13,4,0.93,7254
Delhi,Kolkata,736.07,1,3,0.94,4373
Goa,Kolkata,1686.39,39,2,0.79,5646
Mumbai,Bangalore,1501.56,75,0,0.87,6582
Hyderabad,Mumbai,630.44,10,6,0.89,4631
Chennai,Delhi,2277.58,46,0,1.28,15770
Hyderabad,Delhi,2564.08,9,0,0.75,10947
Kolkata,Pune,2346.39,40,3,1.16,10434
